oblast,week_start,week_end,building_type,damaged_buildings
Kharkivska,2025-01-13,2025-01-19,Road / Highway,2
Kharkivska,2025-01-13,2025-01-19,Total,14
Kharkivska,2025-01-13,2025-01-19,Warehouse,1
Khersonska,2025-01-13,2025-01-19,Electricity supply system,2
Khersonska,2025-01-13,2025-01-19,"Health facility (hospital, health clinic)",1
Khersonska,2025-01-13,2025-01-19,Industrial/Business/Enterprise facilities,1
Khersonska,2025-01-13,2025-01-19,Total,5
Khersonska,2025-01-13,2025-01-19,Water supply system,1
Kyiv,2025-01-13,2025-01-19,Government facilities,1
Kyiv,2025-01-13,2025-01-19,"Health facility (hospital, health clinic)",1
Kyiv,2025-01-13,2025-01-19,Industrial/Business/Enterprise facilities,6
Kyiv,2025-01-13,2025-01-19,Other,1
Kyiv,2025-01-13,2025-01-19,Road / Highway,2
Kyiv,2025-01-13,2025-01-19,Total,12
Kyiv,2025-01-13,2025-01-19,Water supply system,1
Kyivska,2025-01-13,2025-01-19,"Education facility (school, etc.)",1
Kyivska,2025-01-13,2025-01-19,Heating and water facility,1
Kyivska,2025-01-13,2025-01-19,Industrial/Business/Enterprise facilities,1
Kyivska,2025-01-13,2025-01-19,Total,3
Lvivska,2025-01-13,2025-01-19,Electricity supply system,1
Lvivska,2025-01-13,2025-01-19,Gas supply system,1
Lvivska,2025-01-13,2025-01-19,Total,2
Mykolaivska,2025-01-13,2025-01-19,Gas supply system,1
Mykolaivska,2025-01-13,2025-01-19,Total,1
Odeska,2025-01-13,2025-01-19,Electricity supply system,1
Odeska,2025-01-13,2025-01-19,Harbor,1
Odeska,2025-01-13,2025-01-19,Total,2
Sumska,2025-01-13,2025-01-19,Electricity supply system,1
Sumska,2025-01-13,2025-01-19,Government facilities,2
Sumska,2025-01-13,2025-01-19,Heating and water facility,1
Sumska,2025-01-13,2025-01-19,Industrial/Business/Enterprise facilities,4
Sumska,2025-01-13,2025-01-19,Total,9
Sumska,2025-01-13,2025-01-19,Warehouse,1
Zaporizka,2025-01-13,2025-01-19,Government facilities,1
Zaporizka,2025-01-13,2025-01-19,Industrial/Business/Enterprise facilities,2
Zaporizka,2025-01-13,2025-01-19,Religious facilities,1
Zaporizka,2025-01-13,2025-01-19,Total,4
Zhytomyrska,2025-01-13,2025-01-19,Fuel depot,1
Zhytomyrska,2025-01-13,2025-01-19,Total,1
Cherkaska,2025-01-06,2025-01-12,Agricultural facilities,1
Cherkaska,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,1
Cherkaska,2025-01-06,2025-01-12,Total,3
Cherkaska,2025-01-06,2025-01-12,Warehouse,1
Chernihivska,2025-01-06,2025-01-12,Electricity supply system,1
Chernihivska,2025-01-06,2025-01-12,Government facilities,1
Chernihivska,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,3
Chernihivska,2025-01-06,2025-01-12,Total,5
Dnipropetrovska,2025-01-06,2025-01-12,Agricultural facilities,2
Dnipropetrovska,2025-01-06,2025-01-12,"Education facility (school, etc.)",2
Dnipropetrovska,2025-01-06,2025-01-12,Electricity supply system,5
Dnipropetrovska,2025-01-06,2025-01-12,Fuel depot,1
Dnipropetrovska,2025-01-06,2025-01-12,Gas supply system,2
Dnipropetrovska,2025-01-06,2025-01-12,Government facilities,4
Dnipropetrovska,2025-01-06,2025-01-12,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,14
Dnipropetrovska,2025-01-06,2025-01-12,Total,31
Donetska,2025-01-06,2025-01-12,"Education facility (school, etc.)",3
Donetska,2025-01-06,2025-01-12,Electricity supply system,10
Donetska,2025-01-06,2025-01-12,Fuel depot,1
Donetska,2025-01-06,2025-01-12,Gas supply system,4
Donetska,2025-01-06,2025-01-12,Government facilities,4
Donetska,2025-01-06,2025-01-12,"Health facility (hospital, health clinic)",3
Donetska,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,10
Donetska,2025-01-06,2025-01-12,Railway,1
Donetska,2025-01-06,2025-01-12,Road / Highway,1
Donetska,2025-01-06,2025-01-12,Total,37
Kharkivska,2025-01-06,2025-01-12,Bridge,1
Kharkivska,2025-01-06,2025-01-12,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2025-01-06,2025-01-12,Electricity supply system,3
Kharkivska,2025-01-06,2025-01-12,Gas supply system,1
Kharkivska,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,4
Kharkivska,2025-01-06,2025-01-12,Total,10
Khersonska,2025-01-06,2025-01-12,Agricultural facilities,1
Khersonska,2025-01-06,2025-01-12,"Education facility (school, etc.)",2
Khersonska,2025-01-06,2025-01-12,Electricity supply system,1
Khersonska,2025-01-06,2025-01-12,Gas supply system,2
Khersonska,2025-01-06,2025-01-12,Heating and water facility,1
Khersonska,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,4
Khersonska,2025-01-06,2025-01-12,Total,11
Kirovohradska,2025-01-06,2025-01-12,"Education facility (school, etc.)",1
Kirovohradska,2025-01-06,2025-01-12,Electricity supply system,1
Kirovohradska,2025-01-06,2025-01-12,Total,2
Mykolaivska,2025-01-06,2025-01-12,Electricity supply system,3
Mykolaivska,2025-01-06,2025-01-12,Total,3
Sumska,2025-01-06,2025-01-12,Electricity supply system,1
Sumska,2025-01-06,2025-01-12,Government facilities,2
Sumska,2025-01-06,2025-01-12,"Health facility (hospital, health clinic)",1
Sumska,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,1
Sumska,2025-01-06,2025-01-12,Total,5
Zaporizka,2025-01-06,2025-01-12,Electricity supply system,1
Zaporizka,2025-01-06,2025-01-12,Gas supply system,1
Zaporizka,2025-01-06,2025-01-12,Government facilities,5
Zaporizka,2025-01-06,2025-01-12,Industrial/Business/Enterprise facilities,4
Zaporizka,2025-01-06,2025-01-12,Road / Highway,2
Zaporizka,2025-01-06,2025-01-12,Telecommunications,1
Zaporizka,2025-01-06,2025-01-12,Total,14
Chernihivska,2024-12-30,2025-01-05,Agricultural facilities,1
Chernihivska,2024-12-30,2025-01-05,Electricity supply system,1
Chernihivska,2024-12-30,2025-01-05,Gas supply system,1
Chernihivska,2024-12-30,2025-01-05,Government facilities,5
Chernihivska,2024-12-30,2025-01-05,"Health facility (hospital, health clinic)",1
Chernihivska,2024-12-30,2025-01-05,Industrial/Business/Enterprise facilities,6
Chernihivska,2024-12-30,2025-01-05,Total,15
Dnipropetrovska,2024-12-30,2025-01-05,Agricultural facilities,3
Dnipropetrovska,2024-12-30,2025-01-05,Electricity supply system,3
Dnipropetrovska,2024-12-30,2025-01-05,Fuel depot,4
Dnipropetrovska,2024-12-30,2025-01-05,Gas supply system,3
Dnipropetrovska,2024-12-30,2025-01-05,Government facilities,8
Dnipropetrovska,2024-12-30,2025-01-05,Industrial/Business/Enterprise facilities,10
Dnipropetrovska,2024-12-30,2025-01-05,Total,31
Donetska,2024-12-30,2025-01-05,Agricultural facilities,1
Donetska,2024-12-30,2025-01-05,"Education facility (school, etc.)",2
Donetska,2024-12-30,2025-01-05,Electricity supply system,7
Donetska,2024-12-30,2025-01-05,Gas supply system,6
Donetska,2024-12-30,2025-01-05,Government facilities,3
Donetska,2024-12-30,2025-01-05,"Health facility (hospital, health clinic)",2
Donetska,2024-12-30,2025-01-05,Heating and water facility,1
Donetska,2024-12-30,2025-01-05,Industrial/Business/Enterprise facilities,7
Donetska,2024-12-30,2025-01-05,Religious facilities,1
Donetska,2024-12-30,2025-01-05,Total,30
Kharkivska,2024-12-30,2025-01-05,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2024-12-30,2025-01-05,"Education facility (school, etc.)",1
Kharkivska,2024-12-30,2025-01-05,Electricity supply system,3
Kharkivska,2024-12-30,2025-01-05,Government facilities,1
Kharkivska,2024-12-30,2025-01-05,Industrial/Business/Enterprise facilities,1
Kharkivska,2024-12-30,2025-01-05,Total,8
Kharkivska,2024-12-30,2025-01-05,Warehouse,1
Khersonska,2024-12-30,2025-01-05,"Cultural facilities (museum, theater etc.)",1
Khersonska,2024-12-30,2025-01-05,"Education facility (school, etc.)",3
Khersonska,2024-12-30,2025-01-05,Electricity supply system,1
Khersonska,2024-12-30,2025-01-05,Gas supply system,2
Khersonska,2024-12-30,2025-01-05,Total,7
Kyiv,2024-12-30,2025-01-05,"Cultural facilities (museum, theater etc.)",2
Kyiv,2024-12-30,2025-01-05,"Education facility (school, etc.)",1
Kyiv,2024-12-30,2025-01-05,Government facilities,1
Kyiv,2024-12-30,2025-01-05,Industrial/Business/Enterprise facilities,2
Kyiv,2024-12-30,2025-01-05,Railway,1
Kyiv,2024-12-30,2025-01-05,Road / Highway,1
Kyiv,2024-12-30,2025-01-05,Total,8
Kyivska,2024-12-30,2025-01-05,Electricity supply system,1
Kyivska,2024-12-30,2025-01-05,Total,1
Mykolaivska,2024-12-30,2025-01-05,Electricity supply system,1
Mykolaivska,2024-12-30,2025-01-05,Total,1
Odeska,2024-12-30,2025-01-05,Industrial/Business/Enterprise facilities,1
Odeska,2024-12-30,2025-01-05,Total,1
Sumska,2024-12-30,2025-01-05,"Education facility (school, etc.)",4
Sumska,2024-12-30,2025-01-05,Electricity supply system,2
Sumska,2024-12-30,2025-01-05,Government facilities,2
Sumska,2024-12-30,2025-01-05,"Health facility (hospital, health clinic)",2
Sumska,2024-12-30,2025-01-05,Heating and water facility,4
Sumska,2024-12-30,2025-01-05,Total,15
Sumska,2024-12-30,2025-01-05,Water supply system,1
Zaporizka,2024-12-30,2025-01-05,Electricity supply system,1
Zaporizka,2024-12-30,2025-01-05,Power plant,1
Zaporizka,2024-12-30,2025-01-05,Total,2
Dnipropetrovska,2024-12-23,2024-12-29,Agricultural facilities,1
Dnipropetrovska,2024-12-23,2024-12-29,"Cultural facilities (museum, theater etc.)",1
Dnipropetrovska,2024-12-23,2024-12-29,"Education facility (school, etc.)",14
Dnipropetrovska,2024-12-23,2024-12-29,Electricity supply system,14
Dnipropetrovska,2024-12-23,2024-12-29,Fuel depot,3
Dnipropetrovska,2024-12-23,2024-12-29,Gas supply system,6
Dnipropetrovska,2024-12-23,2024-12-29,Government facilities,2
Dnipropetrovska,2024-12-23,2024-12-29,"Health facility (hospital, health clinic)",2
Dnipropetrovska,2024-12-23,2024-12-29,Industrial/Business/Enterprise facilities,25
Dnipropetrovska,2024-12-23,2024-12-29,Power plant,1
Dnipropetrovska,2024-12-23,2024-12-29,Road / Highway,1
Dnipropetrovska,2024-12-23,2024-12-29,Total,70
Donetska,2024-12-23,2024-12-29,"Cultural facilities (museum, theater etc.)",1
Donetska,2024-12-23,2024-12-29,"Education facility (school, etc.)",2
Donetska,2024-12-23,2024-12-29,Gas supply system,1
Donetska,2024-12-23,2024-12-29,Industrial/Business/Enterprise facilities,5
Donetska,2024-12-23,2024-12-29,Total,11
Donetska,2024-12-23,2024-12-29,Warehouse,2
Kharkivska,2024-12-23,2024-12-29,Agricultural facilities,2
Kharkivska,2024-12-23,2024-12-29,Electricity supply system,2
Kharkivska,2024-12-23,2024-12-29,Gas supply system,1
Kharkivska,2024-12-23,2024-12-29,Heating and water facility,2
Kharkivska,2024-12-23,2024-12-29,Industrial/Business/Enterprise facilities,1
Kharkivska,2024-12-23,2024-12-29,Power plant,1
Kharkivska,2024-12-23,2024-12-29,Road / Highway,1
Kharkivska,2024-12-23,2024-12-29,Total,10
Khersonska,2024-12-23,2024-12-29,"Education facility (school, etc.)",1
Khersonska,2024-12-23,2024-12-29,Electricity supply system,4
Khersonska,2024-12-23,2024-12-29,Government facilities,3
Khersonska,2024-12-23,2024-12-29,Total,10
Khersonska,2024-12-23,2024-12-29,Water supply system,2
Khmelnytska,2024-12-23,2024-12-29,Electricity supply system,1
Khmelnytska,2024-12-23,2024-12-29,Total,1
Mykolaivska,2024-12-23,2024-12-29,Agricultural facilities,1
Mykolaivska,2024-12-23,2024-12-29,Electricity supply system,1
Mykolaivska,2024-12-23,2024-12-29,Government facilities,1
Mykolaivska,2024-12-23,2024-12-29,"Health facility (hospital, health clinic)",1
Mykolaivska,2024-12-23,2024-12-29,Industrial/Business/Enterprise facilities,1
Mykolaivska,2024-12-23,2024-12-29,Total,5
Poltavska,2024-12-23,2024-12-29,Electricity supply system,1
